sku,item_name,price
DSUN00128-1,SSF FRESH MILD PORK SAUSAGE PATTIES 10 / 12 OZ (#128),45.0
DSUN00132-1,SSF SMOKED MILD SAUSAGE 6 / 3 LB (#132),92.87
DSUN00148-1,"SSF GARLIC, HERB, TOMATO SAUSAGE 12 / 1 LB (#148)",59.9
DSUN00160-1,SSF BEEF SMO SAUS VP 12/12OZ (#160),64.0
DSUN00162-1,SSF PREMIUM JALAPENO SMKD SAUSAGE 12 / 1LB (#162),60.0
DSUN00192-1,"GEORGIA REDS ""RED HOTS"" CHICKEN & PORK SAUSAGE 8 / 28 OZ (#192)",46.44
DSUN00208-1,SSF BEEF CHORIZO CHUB 18 / 12OZ (#208),102.6
DSUN00212-1,GEORGIA SPECIAL HOT CHICKEN & PORK SMOKED SAUSAGE (BIG LOOP) 12 / 2.5 LBS (#212),95.0
DSUN00163-1,SSF PREMIUM CRACKED PEPPER SMKD SAUSAGE 12 / 1LB (#163),60.0
DSUN00195-1,"GEORGIA REDS ""RED HOTS"" CHICKEN & PORK SAUSAGE 4 / 5 LB (195-1)",64.87
DSUN00209-1,GEORGIA SPECIAL BUN SIZE CHICKEN & PORK SAUSAGE 4 / 5 LB (#209),62.0
DSUN00217-1,GEORGIA SPECIAL HOT CHICKEN & PORK SMOKED SAUSAGE 12 / 1.5 LBS (#217),55.6
DSUN00190-1,GEORGIA MAID SAUSAGE 1 / 10 LBS (#119),42.75
DSUN00205-1,SSF CHORIZO CHUB 15 / 1 LB (#205),73.24
DSUN00211-1,GEORGIA SPECIAL MILD CHICKEN & PORK SMOKED SAUSAGE (BIG LOOP) 12 / 2.5 LBS (#211),99.4
DSUN00221-1,SSF ORIGINAL GEORGIA HOT SMOKED SAUSAGE ROPE 8 / 2.5LBS (#221),101.59
DSUN00222-1,SSF GEORGIA MILD SMOKED SAUSAGE (BUN-SIZED) 4 / 5 LB (#222),101.15
DSUN00249-1,SSF ORIGINAL GEORGIA MILD SMOKED SAUSAGE ROPE 8 / 2.5 LBS (#249),101.59
DSUN00261-1,SSF PREMIUM SMOKED BEEF SAUSAGE LOOP 12 / 2LB (#261),185.9
DSUN00269-1,SSF ORIGINAL HOT SMOKED SAUSAGE 8 / 2.5LBS (#269),99.0
DSUN00232-1,SSF SMOKED HOT SAUSAGE 6 / 3 LBS (#232),92.87
DSUN00253-1,SSF MILD SLICED SOUSE 12 / 10 OZ (#253),38.0
DSUN00266-1,SSF SMOKED BEEF SAUSAGE 8 / 2.5 LBS (#266),155.0
DSUN00301-1,SOUTHERN CHEF POLISH SMOKED SAUSAGE 10 / 18 OZ (#301),43.79
DSUN00240-1,SSF PREMIUM HOT SMOKED SAUSAGE 1 / 10LBS (#240),29.0
DSUN00254-1,SSF HOT SLICED SOUSE 12 / 10 OZ (#254),38.0
DSUN00268-1,SSF ORIGINAL MILD SMOKED SAUSAGE 8 / 2.5LBS (#268),99.0
DSUN00303-1,SOUTHERN CHEF CRACKED PEPPER SMOKD SAUSAGE 10 / 18OZ (#303),42.63
DSUN00304-1,SOUTHERN CHEF MILD SMOKED SAUSAGE 10 / 18 OZ (#304),43.0
DSUN00393-1,SSF SMOKED HAM STEAKS 12 / 14 OZ (#393),60.0
DTURKSMOK,TURKEY BRST SMOKED 2/9 LB CAROLINA,4.34
FARRAC010002,ARRACACHA V. LUIS 12/16OZ,51.75
DSUN00360-1,SSF PREMIUM SMOKED BEEF SAUSAGE 16 / 10 OZ (#360),80.0
DSUN00395-1,SSF RIND-ON SLICED BACON VP 12 / 1.5 LBS 10 - 12 CT (#395),122.41
FAJIAMARILLO,PERUCHEF AJI AMARILLO 9/2LB (850009035110),65.0
FBAB010014,BABY LIMA 12/16OZ VIEJO LUIS UPC 810070070212,33.0
DSUN00392-1,SSF BREAKFAST HAM 12 / 14 OZ (#392),60.0
DTUR08877,TURKEY BRST 2/9LB CAROLINA,4.2
FAJIAMARILLOD,PERUCHEF AJI AMARILLO DESPEPITADO 9/2LB,78.0
FBAB010022,BABY LIMA 12/32OZ V LUIS UPC 810070070229,60.0
FBROC010023,BROCOLLI CUTS VLUIS 12/16OZ UPC 810070070236,26.4
FCAL010025,CALIFORNIA BLEND 12/32 OZ V LUIS UPC 810070070250,51.04
FCHOCLOD,PERUCHEF CHOCLO DESGRANADO 10/3 LB (850009035097),90.0
FCHOP41786,CHOPPED SPINACH 12 / 3 LBS ** SIMPLOT **,77.9
FCACHITOS,CACHITOS JAMON Y QUESO 1/20 UN,45.0
FCALFBLEND2328482,CALIFORNIA BLEND VEGETABLE 20 LB,32.8
FCHOCLOE,PERUCHEF CHOCLO ENTERO 2 / 18LB (850009035073),70.0
FCHURROS,CHURROS TRADICIONAL 1/450,72.78
FCAL010024,CALIFORNIA BLEND 12/16 OZ VIEJO LUIS UPC 810070070243,30.11
FCALIFORNIAHARVESTVA,CALIFORNIA BLEND 20 LB (HARVEST VALUE),50.2
FCHOP10026,CHOPPED SPINACH 24/10 OZ VIEJO LUIS UPC 810070070267,38.5
FCHURROSRELLENOS,CHURROS RELLENOS 1/450,65.5
FCOCO010071,COCONUT PULP VIEJO LUIS 12 / 14 OZ,56.0
FCOR010030,CORN COB 12/8 V LUIS UPC 810070070304,55.85
FCOUNTRY010031,COUNTRY BLEND V LUIS 12/16OZ UPC 810070070311,23.5
FCRABSSP,DEVIL CRABS 24/6OZ,49.19
FCOLL01027,COLLARD GREENS V LUIS 12/16OZ UPC 810070070274,22.0
FCOR010049,YELLOW CORN 12/16 OZ VIELO LUIS 810070070496,23.59
FCOUNTRY010955,COUNTRY BLEND 12/16 OZ UPC 99336001973,27.1
FCRE1204,CREMA DE MAIZ 6/5 lB(CREAM OF CORN) UPC075127012045,44.0
FCOLL987502,COLLARD GREENS 6 / 3 LBS ** PACKER **,36.0
FCOR010144,CUT CORN 20 LB,27.16
FCRABSPAT,DEVIL CRABS PARTY 100/2 oz,92.86
FCRE204,CREMA DE MAIZ 12/13 oz CATALINA UPC 075127002046,22.0
FCREPE,SHELL CREPE PLN FRENCH RTU 6' 5/20 EA,81.93
FCROQF-325,CHICKEN CROQ 6/40 CT FAMILY PACK CATALINA UPC 075127003258,51.0
FCROQP-1310,HAM CROQ 6/100 CT PARTY SIZE CATALINA UPC 075127013103,65.0
FCROQR-301,HAM CROQ 12/15 PARTY SIZE CATALINA UPC 075127003012,29.0
FCROQF-1306,CATALONIA HAM CROQUETTE (CLASSIC 1.2OZ )6/40 CT 240,57.0
FCROQF-365,CHEESE CROQ 6/40 CT FAMILY PACK CATALINA UPC 075127003654,61.0
FCROQP-1330,CHICKEN CROQ 6/100 CT PARTY SIZE CATALINA UPC 075127013301,65.0
FCROQR-320,CHICKEN CROQ 12/8 CATALINA UPC 075127003203,29.0
FCROQF-305,HAN CROQ 6/40 CT FAMILY PACK CATALINA UPC 075127013073,51.0
FCROQF-383,BACALAO COD CROQ 6/40 CT CATALINA,66.0
FCROQR-300,HAM CROQ 12/8 CATALINA UPC 075127003005,29.0
FCROQR-321,CHICKEN CROQ 12/15 PARTY SIZE CATALINA UPC 075127003210,29.0
FCROQR-360,CHEESE CROQ 12/8 CATALINA UPC 075127003609,31.0
FCROQV010137,CHEESE CROQUETTE {{ VIEJO LUIS }} RETAIL 12 / 8 CT,27.88
FCROQV010142,HAM CROQUETTE {{ VIEJO LUIS }} 6 / 40 CT,55.16
FCROQYUCATAJACOL,TAJACOL YUCA CROQUETTES 10/ 2 LBS,37.86
FCROQR-8368,CHORIZO-CHEESE 12/8 CATALINA CROQUETA,31.0
FCROQV010138,CHICKEN CROQUETTE {{ VIEJO LUIS }} 6 / 40 CT UPC : 810070071387,48.9
FCROQV010143,HAM CROQUETTE {{ VIEJO LUIS}} RETAIL 12 / 8 CT,30.19
FCUT010033,CUT GREEN BEANS V LUIS 12/16OZ,27.75
FCROQV010136,CHEESE CROQUETTE {{ VIEJO LUIS }} 6 / 40 CT UPC : 810070071363,57.93
FCROQV010139,CHICKEN CROQUETTE {{ VIEJO LUIS }} RETAIL 12 / 8 CT,30.19
FCROQYUCATABUENO,CROQUETAS DE YUCA {{{ TA BUENO }}} 5 X 4 LBS,36.0
FCUT010034,CUT LEAT SPINACH V. LUIS 12/160Z UPC 810070070342,24.04
FCUT010037,FRENCH CUT GREEN BEANS V. LUIS 12/16OZ,21.5
FDISCO2,DISCO PARTY SIZE CUBANITA 16/20 14oz,60.0
FEMPANADAS/JC,BEEF JC BEEF EMPANADAS 1/30 UNIDADES,48.43
FF010132,FRENCH FRIES STRAINGHT 12/26.45 OZ EL VIEJO LUIS UPC 810070071325,28.6
FDISCO,DISCO GRANDE CUBANITA 20/10 20oz,39.0
FDISCOS,200/7 DISCOS GRANDES AA 1/200,36.0
FEMPANADAS/JCCHIKEN,JC CHICKEN EMPANADAS 1/30 UNIDADES,48.43
FF32173,FRENCH FRIES 3/8 REG CUT 6/5lbs (AZUL),45.03
FDISCO1,DISCO CHICO CUBANITA 24/12 16oz,36.0
FDISCOS320,DISCOS PARTY SIZE AA 320CT (16/20),48.0
FF010131,FRENCH FRIES SHOESTRING 20/17.63 EL VIEJO LUIS UPC 810070071318,31.45
FF321731,FRENCH FRYS BATTERD (SPUD-QUEEN) 3/8 6/5LBS (BROWN),44.13
FF3217312,FRENCH FRY 3/8 STRAIGHT CUT 6/5LBS (ASSOLUTI),38.84
FFCALAR10X1,SQUID RINGS 10 X 1LB PESCATORE (RETAIL) PERU (111226),42.25
FFCALATCKD3,SQUID TENTACLE CKD & CUT (2 X 5LB) (PESCATORE) PERU (#111520),74.25
FFCALM111447,GIANT SQUID TENTACLES BLOCK (2 X 22.026LB) (BAG) (#111447),152.4
FFARENQUE1,HERRING (ARENQUE) SMOKED FILLETS *** LEBLANC *** 10LB,58.8
FFCALAR3X10,SQUID RINGS 3 X 10LB (FOOD SERVICE) PERU (#111131),142.93
FFCALATCKD4,SQUID TENTACLE CKD & CUT (10 X 1LB) (PESCATORE) PERU,64.84
FFCALR111783,SQUID BREADED RINGS 12X2.5LB (PESCATORE) 111783,192.85
FFARREQUE3,HERRING (ARENQUE) SMOKED {{{ MEREX }}} FILLETS 10LB,56.45
FFCALAR6X2,SQUID RINGS 6 X 2 LB PESCATORE PERU (#111245),55.73
FFCALATCKD5,SQUID TENTACLE CKD & CUT (12 X 2.5LB) (30LBS) (PESCATORE) PERU,207.84
FFCALR113323,SQUID RINGS 10 X 1LB CLEAR BAG (PESCATORE) PERU (#113323),45.0
FFCALTESK111437,SQUID TENTACLE INDIVIDUAL SKIN PACK 20 X 12OZ (PESCATORE) (#111437),96.65
FFCAMBLCK20-30,SHRIMP BLOCK 20 - 30 HDSO (10/4LB),214.73
FFCAMBWR31-40,SHRIMP (BEAUTY WING) 31-40 RAW P&D T-OFF 5/2LB,72.15
FFCAMCP31-40,SHRIMP (CAPTAIN) 31-40 RAW P&D TAIL OFF 5/2LB (FOODSERVICE),75.43
FFCAMAR2630,SHRIMP (OCEAN SPECIALTIES) 26 - 30 P&D TAIL OFF PINK 10 X 2LB (ARGENTINO),128.6
FFCAMBLCK26/30T,SHRIMP BLOCK [[[ TRUESEA ]]] 26 - 30 HEADLESS SHELL ON (10/4LB) ECUADOR,211.43
FFCAMBWR51-60,SHRIMP (BEAUTY WING) 51-60 RAW P&D T-OFF 5/2LB,67.23
FFCAMJC,SHRIMP {{ JC FOODS }} 16-20 RAW P&DT-ON 5X2LB ECUADOR,82.85
FFCAMBLCK16-20,SHRIMP BLOCK 16 - 20 HDSO (10/4LB),309.1
FFCAMBLCK30-40,SHRIMP BLOCK 30 - 40 HDSO (10/4LB),193.68
FFCAMCP13-15,SHRIMP (CAPTAIN) 13-15 RAW P&D TAILON 5/2LB (FOODSERVICE),96.58
FFCAMJC21-25,SHRIMP {{ JC FOODS }} 21-25 RAW P&DT-ON 5X2LB ECUADOR,75.3
FFCAMJC26-30,SHRIMP {{ JC FOODS }} 26-30 RAW P&DT-ON 5X2LB ECUADOR,68.6
FFCAMRT3140,SHRIMP (ROYAL TIGER) 31-40 COOKED P&D T-OFF 10X1LB,84.25
FFCAMRTBRM,SHRIMP (ROYAL TIGER) COOKED BROKEN MED. 5X2LB,69.3
FFCAMTR26-30TOFF,SHRIMP (TRUESEA) 26-30 RAW P&D *** T-OFF *** 5X2LB ECUADOR,66.45
FFCAMJLC51-60,SHRIMP (JADE LION) 51-60 COOKED P&D T-OFF 10X1LB,84.57
FFCAMRT4150,SHRIMP (ROYAL TIGER) 41-50 COOKED P&D T-OFF 10X1LB,82.15
FFCAMRTC1620,SHRIMP (ROYAL TIGER) 16-20 COOKED P&D T-ON 5X2LB,106.45
FFCAMTR31-40TOFF,SHRIMP (TRUESEA) 31-40 RAW P&D T-OFF 5X2LB {{{CAJA BLANCA}}} ECUADOR,67.15
FFCAMJLC71-90,SHRIMP (JADE LION) 71 - 90 COOKED P&D T-OFF 10 X 1LB INDIA,79.2
FFCAMRT6170,SHRIMP (ROYAL TIGER) 61-70 P&D T-OFF 10X1LB,78.6
FFCAMRTC2125,SHRIMP (ROYAL TIGER) 21-25 COOKED P&D T-OFF 10X1LB,94.3
FFCAMTREZ16-20,SHRIMP (TRUESEA) 16-20 RAW EZ 5 x 2LB ECUADOR,74.3
FFCLAMS17/22,CLAMS(ALMEJAS) WHOLE WHITE SHELL 17/22 CT 10/1LB,37.14
FFCORVSR,CORVINA STEAK RETAIL 10 - 12 OZ (5 X 2LB),90.19
FFCRABCAN1OC,CRAB MEAT OCEANA CAN (12X 1LB) INDONESIA,153.45
FFCRABIMITATIONSALAD,IMITATION CRAB MEAT 4 X 2.5 LBS,30.0
FFCONCHMEAT-CARRUCHO,CONCH MEAT 100% CLEAN (CARRUCHO) 1X5LBS NICARAGUA,60.84
FFCORVW3-5,CORVINA WHOLE 3-5LB CO-TREATED HEADLESS (66LB),495.0
FFCRABCAN8OZ,CRAB MEAT WILD CAUGHT (PREMIUM) (12 X 8 OZ) (BOSS) (PLASTIC TUB) VENEZUELA,94.83
FFCRABM10X2,JONAH CRAB CLAWS {{{{ 10 X 2 LB }}} (MUELAS DE CANGREJO) MAINE,171.44
FFCORVF1012,CORVINA FILLET 10-12 OZ *** (25LB) *** VENEZUELA,250.03
FFCRABB5-7,CRAB BLUE 100% CLEAN 5-7 PC/LB (20 X 1LB),80.02
FFCRABCLAW6-4,CRAB MEAT CLAW 6 / 4LB *** BAG ***,222.85
FFCRABM4X5,JONAH CRAB SCRD CLAWS 4X5 LB 20 LB (MUELAS DE CANGREJO) CANADA,174.46
FFCROAKER8/16,CROAKER PAN READY 8-16OZ 1/25LB,92.85
FFKING,KING FISH STEAKS 10-12 OZ 1/10 LB,64.47
FFKINGFISH5UP60LB,KING FISH 5-10 //// 60LBS \\\\ VENEZUELA,324.0
FFLOBSTER,14/16 LOBSTER 14-16 TAIL IN 1X10 LB,225.06
FFGROUPERHEADS,GROUPER HEADS 1-4 1X10 LB (NETUNO),21.5
FFKING2LB,KING FISH STEAK 5 X 2 RETAIL,41.79
FFKINGFISH8-10,KING FISH STEAK 8-10 OZ 1x10 lb,64.45
FFLOBSTER-MEAT,LOBSTER HEAD MEAT 10X1LB,100.3
FFJUREL1-2,JUREL (JACK ) 25 LB MEXICO,41.12
FFKINGFISH/3-5,60LBS KING FISH 3-5 LBS 1X60LBS,305.0
FFLOBSTER,11373 LOBSTER 8 OZ TAIL IN 1X10 LB,307.09
FFMACK1-3,MACKAREL 1-3 (25LB) MEXICO,71.5
FFMAHI0-1OZ,MAHI PIECES 0 - 1 OZ (2 X 5LB) (FOODSERVICE),36.0
FFMINUTA/4-6,GRO MINUTA 4-6 GROUPER 8LBS,53.72
FFOCTBA,BABY OCTOPUS 16 - 25 (12 x 2LB),120.0
FFOCTOA6-8,OCTOPUS WHOLE 6 - 8 35LB (ANCAVICO) ESPANA (caja negra),355.0
FFMINUTA/2-4,MINUTA 2 - 4OZ 10LB,66.04
FFMUSSEL/GREEN,LIP MUSSEL GREEN HALF SHELL ** 1 X 2 LBS ** NEW ZEALAND TALLY'S MEDIUM,11.81
FFOCTLEG2,OCTOPUS LEG CKD 4X3.3LB (13.2LB) CONCISA ESPANA,311.22
FFOCTOW1-2,OCTOPUS BALL WHOLE 1 - 2 LB (1X30LB) FILIPINA,147.84
FFMINUTA/4-6,MINUTA 4-6OZ SNAPPER 10LB,75.84
FFMUSSELBLACK,BLACK MUSSEL WHOLE 10X1 LB,24.51
FFOCTOA2-4,OCTOPUS WHOLE 2 - 4 28LB (ANCAVICO) ESPANA (CAJA NEGRA ),200.0
FFPOLSAL,POLLOCK SALTED FILLET 20 X 1 LB **** MEREX ****,110.54
FFPOLSAL2,POLLOCK SALADO MEREX 32/10OZ,110.0
FFRITURA1,BACALAO FRITURA 4/ UNIDADES,63.0
FFRITURABACALAO12UNID,BACALAO FRITURA 12 UNIDADES***RETAL***,43.0
FFSAITHE,POLLOCK XL SALT BONE-IN 50LB (MEREX) NORWAY,284.2
FFPOMPANO,POMPANO 600/800 40LB,163.27
FFRITURA3,MAIZ FRITURA 4/ UNIDADES,53.0
FFRITURAMAIZ12,UNID MAIZ FRITURA 12 UNIDADES *** RETAIL ***,34.3
FFSALMONFILLET3-4,SALMON FILLET {{ COHO 3 - 4 }} / 22.04LB \ AYSEN CHILE,179.0
FFRI200,FRITURA DE MAIZ DULCE 12/13 OZ CATALINA UPC 075127002008,22.0
FFRITURA5,MALANGA FRITURA 4/ UNIDADES,50.0
FFRITURAMAL12UNID,MALANGA FRITURA 12 UNIDADES *** RETAL***,31.45
FFSALMONFIT2-3AYSEN,SALMON FILLET COHO 2-3 (22.04LB) AYSEN CHILE,179.0
FFSALMOPRT8AYSEN,SALMON PORTION SKIN ON IVP 8 OZ(10B) AYSEN CHILE,92.14
FFSCALLOPS41434,SCALLOPS ROE OFF-HALF SHELL 30-40 IQF 12 X 1.1LB (13.2LB) PERU (#41434),97.9
FFSEAFOOD37070,PESCATORE SEAFOOD MIX SQUID-SHRIMP-MUSSEL (SIN SHELL) 20X1LB (37070) PERU,93.75
FFSHARK,BABY SHARK FILLET (CAZON ) 1X25 LB MEXICO,129.82
FFSCALLOPS,SCALLOPS ROE OFF - HALF SHELL 10-20 PC/KG 12X 1.5 LB 18 LB (#41433),139.9
FFSEAFOOD37014,PESCATORE SEAFOOD MIX SHRIMP-MUSSEL -CLAMS IQF 10 X 3LB ( SIN SHELLS ) PERU (#37014),130.3
FFSEAFOODMIX37022,PESCATORE SEAFOOD MIX squid-shrimp-mussel-clams 10X2LB 20LBS (#37022)PERU,80.01
FFSNAPF10-12,SNAPPER FILLET 10 - 12 OZ (10LB),107.17
FFSCALLOPS1,SCALLOPS RETAIL PESCATORE 60 - 80 PZ / LB IQF 10 X 1LB (10LB) (#41255) PERU,78.9
FFSEAFOOD37027,PESCATORE SEAFOOD MIX SQUID-SHRIMP-MUSSEL-CLAM IQF 20/1LB CLEAR BAG (#37027) PERU,81.5
FFSEAFOODMIX37023,PESCATORE SEAFOOD MIX squid-shrimp-mussel-clams IQF(CLEAR BAG) 4X5LBS 20LBS (#37023),79.2
FFSNAPF2-4,SNAPPER FILLET 2 - 4 OZ (10LB),104.9
FFSNAPF6-8,SNAPPER FILLET 6 - 8 OZ (10LB),83.58
FFSNAPL.5-1,SNAPPER LANE 1/2 - 1 (10LB),67.85
FFSNAPR1.5-2,SNAPPER RED 1.5 - 2 (10LB),102.73
FFSNAPRSC2-310,SNAPPER RED SCA 2 - 3 *** (10LB) ***,63.65
FFSNAPFILJC,SNAPPER FILLET 10 X 2 LB (20LB) RTL JC FOODS MEXICO,201.5
FFSNAPL1-1.5,SNAPPER LANE 1 - 1.5 (10LBS),83.95
FFSNAPR1-1.5,SNAPPER RED 1 - 1.5 (10LB),86.67
FFSNAPY.5-1,SNAPPER YELLOW TAIL 1/2 - 1 (10LB),62.23
FFSNAPL.5-.75,SNAPPER LANE 1/2 - 3/4 VACUUM PACK (10LB),60.9
FFSNAPPER1RED/2-3/4,SNAPPER RED 1/2 - 3/4 (10LB),86.67
FFSNAPR6-8,SNAPPER RED 6 - 8 LBS 40LBS,350.0
FFSWAIEMP,SWAI FILETE EMPANADO 10-2LB,77.15
FFSWAIF5/7,SWAI FILLET SKLS BNLS 5 - 7 OZ //// RETAIL \\\\ (10 X 2LB) VIETNAM,60.34
FFSWAIF8-1010,SWAI FILLET 8 - 10 OZ BONELESS SKINLESS (10LB),27.18
FFTILAPIAB350-550,TILAPIA BLACK CLEANED 350 - 550 (40LB) (FARM RAISED),72.0
FFTILAPIABL350-550,TILAPIA BLACK CLEANED 350 / 550 //// 10LB \\\\,25.0
FFSWAIF5-7,SWAI FILLET 5 - 7 SKLS BNLS (1 X 15LB) VIETNAM,41.0
FFSWAIFI10-1210,SWAI FILLET 10 - 12 OZ BONELESS SKINLESS {{{{{ 10 LB }}}}} VIETNAM,32.05
FFTILAPIAB550-750,TILAPIA BLACK CLEANED 550 - 750 (40LB) (FARM RAISED),75.23
FFTILAPIAF5-7,TILAPIA FILLET 5 - 7 IVP 1 X 10 LB,37.0
FFSWAIF7-9,"SWAI FILLETS (7 - 9 OZ) SKINLESS, BONELESS (1X15LBS) VIETNAM",39.24
FFSWEETPOTATO,SWEET POTATO WEDGES (MCCAIN) 6/2.5LBS,56.55
FFTILAPIAB750-950,TILAPIA BLACK CLEANED 750 - 950 (40LB) (FARM RAISED),82.0
FFTILAPIAF7-9,TILAPIA FILLET 7-9 IVP 10 LBS,39.08
FFTILAPIAF8,TILAPIA FILLETS (LA MARIE) IVP 5 X 2 LB RETAIL CHINA,39.65
FFTUBE&T5-8100,SQUID TUBE & TENTACLES 5 - 8 (4 X 2.5 LB) 100% WEIGTH (BROWN CS),62.15
FFTUNA,TUNA CAN CHUNK LIGHT IN WATER (6 / 66.5 OZ) (CELEBRITY),80.92
FGRE010038,GREEN PEAS 12/16OZ VIEJO LUIS UPC 810070070380,29.61
FFTILAPIAR450-550,TILAPIA RED WHOLE 450 - 550 GRAMS (VIETNAM) (22LB),84.7
FFTUBEOU-10,SQUID TUBE U-10 (1X10LB) GREEN CS ARGENTINA,42.97
FGAN010020,GANDUL (PIGEON PEAS) EL VIEJO LUIS 7/3LB UPC 810070070205,43.0
FGRE010039,GREEN PEAS 12/32 OZ V LUIS UPC 810070070397,49.48
FFTILAPIAR550-650,TILAPIA RED WHOLE 550 - 650 GRAMS (VIETNAM) (22LB),92.26
FFTUBEU-10/100,SQUID TUBE U-10 (1X10LB) BROWN CS 100% ARGENTINA,60.74
FGANDVL/010019,GANDULES (PIGEON PEAS) V.LUIS 24/14OZ,46.8
FGUA010069,GUAVA PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,45.28
FGUA010072,GUAVA PULP VIEJO LUIS 12 / 14 OZ,23.15
FGUANV010088,GUANABANA PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,80.92
FHUACATAY,PERUCHEF HUACATAY 20/1LB (850009035158),86.0
FLUL010084,LULO PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,53.74
FGUACAMOLE,GUACAMOLE WESTERN STYLE 12/1LB,49.0
FGUANV010098,GUAVA CONCENTRADA V.LUIS 6/64OZ UPC 810070070984,61.61
FLIM010091,LIMON PULP VIEJO LUIS 12 / 14 OZ,36.8
FLUL010100,LULO CONCENT V LUIS 6/64OZ UPC 810070071004,78.39
FGUANV010081,GUANABANA PULP VIEJO LUIS 12 / 14 OZ,33.0
FGUANV010114,GUANABANA CONCENT V LUIS 6/64OZ UPC 810070071141,104.07
FLUL010073,LULO PULP VIEJO LUIS 12 / 14 OZ,33.9
FLULO010119,LULO FRUTA V.LUIS 12/16OZ UPC 810070071196,26.0
FMAL010005,MALANGA V.LUIS 12/24OZ,37.21
FMAMEYPILLOW,MAMEY PILLOW PULP SUPERIOR 18.75 LB,60.93
FMAN010075,MANGO PULP VIEJO LUIS 12 / 14 OZ,23.0
FMANGOAJ5LB,MANGO PULPA 4 / 5 LB 20LB,60.0
FMAM010074,MAMEY PULP VIEJO LUIS 12 / 14 OZ,29.0
FMAMEYPILLOW1,MAMEY PILLOW VIEJO LUIS 12 / 28OZ,49.0
FMAN010085,MANGO PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,37.26
FMANGOSUPERIOR,MANGO PULPA SUPERIOR 10/5LB,112.0
FMAM0104312,MAMEY CHUNK VIEJO LUIS 5X5 LBS,88.57
FMAMEYPILLOW2,MAMEY CHUNK SUPERIOR 10X5LBS,148.0
FMAN010104,MANGO CONCENT V LUIS 6/64OZ 810070071042,59.56
FMAR010089,MARACUMANGO PULP VIEJO LUIS 12 / 14 OZ,34.16
FMAS010156,MASA ALCAPURIA 10/3 LB VIEJO LUIS UPC 810070071561,44.78
FMORV010076,MORA PULP VIEJO LUIS 12 / 14 OZ,31.49
FMORV010121,MORO FRUTA V. LUIS 12/16OZ UPC 810070071219,28.5
FOKRA010035,CUT OKRA 12/16 OZ EL VIEJO LUIS UPC 810070070359,27.23
FMAS010157,MASA GUINEO 10/3LB (V LUIS) UPC 810070071578,45.16
FMORV010086,MORA PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,52.76
FNAN010077,NANCE PULP VIEJO LUIS 12 / 14 OZ,34.5
FOKRA010048,WHOLE OKRA V LUIS 12/16OZ UPC 810070070489,27.15
FMAS010158,MASA MALANGA 10/3 LB VIEJO LUIS UPC 810070071585,35.0
FMORV010106,MORA CONCENT V LUIS 6/64OZ UPC 810070071066,86.89
FNAN010122,NANCE *** FRUIT *** V LUIS 12/16 OZ,29.5
FPAL010147,PALITOS DE QUESO {{ VIEJO LUIS }} 12 / 12.7 OZ,55.0
FPAN010148,PAN DE YUCA RETAIL BOX {{ VIEJO LUIS }} 12 / 15OZ,66.31
FPANATOSTON,TOSTONES DE PANA 12 / 20OZ,42.64
FPANCUB36100,CUBAN BREAD (TRACY BAKERY) 1/50,37.0
FPANPR36200,PUERTO RICAN BREAD (TRACY BAKERY) 1/50,38.0
FPAN010150,PAN DE BONO BOX 12/13.2 OZ V LUIS UPC 810070071509,66.75
FPANATOSTONE,TOSTON DE PANA 6 / 3LB 18LBS,69.16
FPANCUB36204,CUBAN BUTTER BREAD 1/50 (MANTEQUILLA),43.0
FPANSOB362001,PAN SOBAO (TRCY BAKERY)1/84,53.0
FPAN010173,PAN DE BONO 1/100 CT PA YA UPC 810070071738,80.0
FPANCUB1011,CUBAN ROLLS (144 UNT) TRACY BAKERY,34.0
FPANMEDI1016F,FROZEN MEDIA NOCHE (130 UNIT),70.6
FPAPAR1500,STUFFED POTATO RAW 24/5 oz UPC 10075127015005,27.0
FPAPAR1520,STUFFED POTATO DE POLLO 24/5 OZ UPC 10075127015203,26.0
FPAPARP1510,STUFFED POTATO PARTY 50/2 oz UPC 10075127015104,27.0
FPAPARR510,STUFFED POTATO BALLS FAMILY PACK 6/20 UPC 075127005108,48.0
FPAPCR010124,EL VIEJO LUIS PAPA CRIOLLA 12/16OZ UPC 810070071240,45.71
FPAPARCARNE,STUFFED POTATO (JC FOOD) GROUND BEEF 24/5oz,29.01
FPAPARP1515,STUFFED POTATO MINI CATALINA 1/150 UPC 075127015152,36.0
FPAPAYA010065,PAPAYA PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,56.68
FPAPCR010125,EL VIEJO LUIS PAPA CRIOLLA 6./32 OZ UPC 810070071257,40.64
FPAPARCHIQUEN,STUFFED POTATO (JC FOOD) CHICKEN 24 / 5oz,28.0
FPAPARR500,STUFFED POTATO 12/8 CATLINA UPC 075127005009,36.0
FPAPAYA010078,PAPAYA PULP VIEJO LUIS 12 / 14 OZ,25.75
FPASSIONV/SEMILLA,PASSION FRUIT /// WITH SEEDS \\\ PULP VIEJO LUIS 12 / 14 OZ,40.8
